Interpolation Weights at V-contact points:  donor = 01, receiver = 02 

   n     Hweight(1)   Hweight(2)   Hweight(3)   Hweight(4)       SUM       Idg   indxO   indxR    XIdgO       XIrg      XIdgR     Jdg   indxT    ETAdgO     ETArg      ETAdgT 
0000036  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    31    2803    2804   30.50000   30.50000   31.50000    35    2887   34.00000   34.00000   35.00000
0000037  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    31    2803    2804   30.50000   30.83333   31.50000    35    2887   34.00000   34.00000   35.00000
0000038  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    31    2803    2804   30.50000   31.16667   31.50000    35    2887   34.00000   34.00000   35.00000
0000039  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    32    2804    2805   31.50000   31.50000   32.50000    35    2888   34.00000   34.00000   35.00000
0000040  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    32    2804    2805   31.50000   31.83333   32.50000    35    2888   34.00000   34.00000   35.00000
0000041  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    32    2804    2805   31.50000   32.16667   32.50000    35    2888   34.00000   34.00000   35.00000
0000042  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    33    2805    2806   32.50000   32.50000   33.50000    35    2889   34.00000   34.00000   35.00000
0000043  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    33    2805    2806   32.50000   32.83333   33.50000    35    2889   34.00000   34.00000   35.00000
0000044  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    33    2805    2806   32.50000   33.16667   33.50000    35    2889   34.00000   34.00000   35.00000
0000045  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    34    2806    2807   33.50000   33.50000   34.50000    35    2890   34.00000   34.00000   35.00000
0000046  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    34    2806    2807   33.50000   33.83333   34.50000    35    2890   34.00000   34.00000   35.00000
0000047  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    34    2806    2807   33.50000   34.16667   34.50000    35    2890   34.00000   34.00000   35.00000
0000048  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    35    2807    2808   34.50000   34.50000   35.50000    35    2891   34.00000   34.00000   35.00000
0000049  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    35    2807    2808   34.50000   34.83333   35.50000    35    2891   34.00000   34.00000   35.00000
0000050  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    35    2807    2808   34.50000   35.16667   35.50000    35    2891   34.00000   34.00000   35.00000
0000051  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    36    2808    2809   35.50000   35.50000   36.50000    35    2892   34.00000   34.00000   35.00000
0000052  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    36    2808    2809   35.50000   35.83333   36.50000    35    2892   34.00000   34.00000   35.00000
0000053  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    36    2808    2809   35.50000   36.16667   36.50000    35    2892   34.00000   34.00000   35.00000
0000054  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    37    2809    2810   36.50000   36.50000   37.50000    35    2893   34.00000   34.00000   35.00000
0000055  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    37    2809    2810   36.50000   36.83333   37.50000    35    2893   34.00000   34.00000   35.00000
0000056  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    37    2809    2810   36.50000   37.16667   37.50000    35    2893   34.00000   34.00000   35.00000
0000057  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    38    2810    2811   37.50000   37.50000   38.50000    35    2894   34.00000   34.00000   35.00000
0000058  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    38    2810    2811   37.50000   37.83333   38.50000    35    2894   34.00000   34.00000   35.00000
0000059  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    38    2810    2811   37.50000   38.16667   38.50000    35    2894   34.00000   34.00000   35.00000
0000060  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    39    2811    2812   38.50000   38.50000   39.50000    35    2895   34.00000   34.00000   35.00000
0000061  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    39    2811    2812   38.50000   38.83333   39.50000    35    2895   34.00000   34.00000   35.00000
0000062  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    39    2811    2812   38.50000   39.16667   39.50000    35    2895   34.00000   34.00000   35.00000
0000063  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    40    2812    2813   39.50000   39.50000   40.50000    35    2896   34.00000   34.00000   35.00000
0000064  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    40    2812    2813   39.50000   39.83333   40.50000    35    2896   34.00000   34.00000   35.00000
0000065  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    40    2812    2813   39.50000   40.16667   40.50000    35    2896   34.00000   34.00000   35.00000
0000066  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    41    2813    2814   40.50000   40.50000   41.50000    35    2897   34.00000   34.00000   35.00000
0000067  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    41    2813    2814   40.50000   40.83333   41.50000    35    2897   34.00000   34.00000   35.00000
0000068  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    41    2813    2814   40.50000   41.16667   41.50000    35    2897   34.00000   34.00000   35.00000
0000069  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    42    2814    2815   41.50000   41.50000   42.50000    35    2898   34.00000   34.00000   35.00000
0000070  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    42    2814    2815   41.50000   41.83333   42.50000    35    2898   34.00000   34.00000   35.00000
0000071  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    42    2814    2815   41.50000   42.16667   42.50000    35    2898   34.00000   34.00000   35.00000
0000072  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    43    2815    2816   42.50000   42.50000   43.50000    35    2899   34.00000   34.00000   35.00000
0000073  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    43    2815    2816   42.50000   42.83333   43.50000    35    2899   34.00000   34.00000   35.00000
0000074  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    43    2815    2816   42.50000   43.16667   43.50000    35    2899   34.00000   34.00000   35.00000
0000075  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    44    2816    2817   43.50000   43.50000   44.50000    35    2900   34.00000   34.00000   35.00000
0000076  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    44    2816    2817   43.50000   43.83333   44.50000    35    2900   34.00000   34.00000   35.00000
0000077  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    44    2816    2817   43.50000   44.16667   44.50000    35    2900   34.00000   34.00000   35.00000
0000078  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    45    2817    2818   44.50000   44.50000   45.50000    35    2901   34.00000   34.00000   35.00000
0000079  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    45    2817    2818   44.50000   44.83333   45.50000    35    2901   34.00000   34.00000   35.00000
0000080  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    45    2817    2818   44.50000   45.16667   45.50000    35    2901   34.00000   34.00000   35.00000
0000081  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    46    2818    2819   45.50000   45.50000   46.50000    35    2902   34.00000   34.00000   35.00000
0000082  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    46    2818    2819   45.50000   45.83333   46.50000    35    2902   34.00000   34.00000   35.00000
0000083  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    46    2818    2819   45.50000   46.16667   46.50000    35    2902   34.00000   34.00000   35.00000
0000084  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    47    2819    2820   46.50000   46.50000   47.50000    35    2903   34.00000   34.00000   35.00000
0000085  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    47    2819    2820   46.50000   46.83333   47.50000    35    2903   34.00000   34.00000   35.00000
0000086  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    47    2819    2820   46.50000   47.16667   47.50000    35    2903   34.00000   34.00000   35.00000
0000087  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    48    2820    2821   47.50000   47.50000   48.50000    35    2904   34.00000   34.00000   35.00000
0000088  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    48    2820    2821   47.50000   47.83333   48.50000    35    2904   34.00000   34.00000   35.00000
0000089  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    48    2820    2821   47.50000   48.16667   48.50000    35    2904   34.00000   34.00000   35.00000
0000090  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    49    2821    2822   48.50000   48.50000   49.50000    35    2905   34.00000   34.00000   35.00000
0000091  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    49    2821    2822   48.50000   48.83333   49.50000    35    2905   34.00000   34.00000   35.00000
0000092  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    49    2821    2822   48.50000   49.16667   49.50000    35    2905   34.00000   34.00000   35.00000
0000093  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    50    2822    2823   49.50000   49.50000   50.50000    35    2906   34.00000   34.00000   35.00000
0000094  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    50    2822    2823   49.50000   49.83333   50.50000    35    2906   34.00000   34.00000   35.00000
0000095  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    50    2822    2823   49.50000   50.16667   50.50000    35    2906   34.00000   34.00000   35.00000
0000096  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    51    2823    2824   50.50000   50.50000   51.50000    35    2907   34.00000   34.00000   35.00000
0000097  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    51    2823    2824   50.50000   50.83333   51.50000    35    2907   34.00000   34.00000   35.00000
0000098  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    51    2823    2824   50.50000   51.16667   51.50000    35    2907   34.00000   34.00000   35.00000
0000099  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    52    2824    2825   51.50000   51.50000   52.50000    35    2908   34.00000   34.00000   35.00000
0000100  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    52    2824    2825   51.50000   51.83333   52.50000    35    2908   34.00000   34.00000   35.00000
0000101  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    52    2824    2825   51.50000   52.16667   52.50000    35    2908   34.00000   34.00000   35.00000
0000102  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    53    2825    2826   52.50000   52.50000   53.50000    35    2909   34.00000   34.00000   35.00000
0000103  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    53    2825    2826   52.50000   52.83333   53.50000    35    2909   34.00000   34.00000   35.00000
0000104  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    53    2825    2826   52.50000   53.16667   53.50000    35    2909   34.00000   34.00000   35.00000
0000105  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    54    2826    2827   53.50000   53.50000   54.50000    35    2910   34.00000   34.00000   35.00000
0000106  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    54    2826    2827   53.50000   53.83333   54.50000    35    2910   34.00000   34.00000   35.00000
0000107  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    54    2826    2827   53.50000   54.16667   54.50000    35    2910   34.00000   34.00000   35.00000
0000108  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    55    2827    2828   54.50000   54.50000   55.50000    35    2911   34.00000   34.00000   35.00000
0000109  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    55    2827    2828   54.50000   54.83333   55.50000    35    2911   34.00000   34.00000   35.00000
0000110  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    55    2827    2828   54.50000   55.16667   55.50000    35    2911   34.00000   34.00000   35.00000
0000111  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    56    2828    2829   55.50000   55.50000   56.50000    35    2912   34.00000   34.00000   35.00000
0000112  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    56    2828    2829   55.50000   55.83333   56.50000    35    2912   34.00000   34.00000   35.00000
0000113  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    56    2828    2829   55.50000   56.16667   56.50000    35    2912   34.00000   34.00000   35.00000
0000114  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    57    2829    2830   56.50000   56.50000   57.50000    35    2913   34.00000   34.00000   35.00000
0000115  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    57    2829    2830   56.50000   56.83333   57.50000    35    2913   34.00000   34.00000   35.00000
0000116  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    57    2829    2830   56.50000   57.16667   57.50000    35    2913   34.00000   34.00000   35.00000
0000117  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    58    2830    2831   57.50000   57.50000   58.50000    35    2914   34.00000   34.00000   35.00000
0000118  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    58    2830    2831   57.50000   57.83333   58.50000    35    2914   34.00000   34.00000   35.00000
0000119  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    58    2830    2831   57.50000   58.16667   58.50000    35    2914   34.00000   34.00000   35.00000
0000120  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    59    2831    2832   58.50000   58.50000   59.50000    35    2915   34.00000   34.00000   35.00000
0000121  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    59    2831    2832   58.50000   58.83333   59.50000    35    2915   34.00000   34.00000   35.00000
0000122  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    59    2831    2832   58.50000   59.16667   59.50000    35    2915   34.00000   34.00000   35.00000
0000123  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    60    2832    2833   59.50000   59.50000   60.50000    35    2916   34.00000   34.00000   35.00000
0000124  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    60    2832    2833   59.50000   59.83333   60.50000    35    2916   34.00000   34.00000   35.00000
0000125  3.33333e-01  6.66667e-01  0.00000e+00  0.00000e+00  1.00000e+00    60    2832    2833   59.50000   60.16667   60.50000    35    2916   34.00000   34.00000   35.00000
0000126  1.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00  1.00000e+00    61    2833    2834   60.50000   60.50000   61.50000    35    2917   34.00000   34.00000   35.00000
0000127  6.66667e-01  3.33333e-01  0.00000e+00  0.00000e+00  1.00000e+00    61    2833    2834   60.50000   60.83333   61.50000    35    2917   34.00000   34.00000   35.00000
0000128  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    19    2791    2792   18.50000   18.83333   19.50000    35    2875   34.00000   34.33333   35.00000
0000129  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    19    2791    2792   18.50000   19.16667   19.50000    35    2875   34.00000   34.33333   35.00000
0000130  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    20    2792    2793   19.50000   19.50000   20.50000    35    2876   34.00000   34.33333   35.00000
0000131  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    20    2792    2793   19.50000   19.83333   20.50000    35    2876   34.00000   34.33333   35.00000
0000132  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    20    2792    2793   19.50000   20.16667   20.50000    35    2876   34.00000   34.33333   35.00000
0000133  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    21    2793    2794   20.50000   20.50000   21.50000    35    2877   34.00000   34.33333   35.00000
0000134  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    21    2793    2794   20.50000   20.83333   21.50000    35    2877   34.00000   34.33333   35.00000
0000135  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    21    2793    2794   20.50000   21.16667   21.50000    35    2877   34.00000   34.33333   35.00000
0000136  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    22    2794    2795   21.50000   21.50000   22.50000    35    2878   34.00000   34.33333   35.00000
0000137  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    22    2794    2795   21.50000   21.83333   22.50000    35    2878   34.00000   34.33333   35.00000
0000138  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    22    2794    2795   21.50000   22.16667   22.50000    35    2878   34.00000   34.33333   35.00000
0000139  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    23    2795    2796   22.50000   22.50000   23.50000    35    2879   34.00000   34.33333   35.00000
0000140  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    23    2795    2796   22.50000   22.83333   23.50000    35    2879   34.00000   34.33333   35.00000
0000141  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    23    2795    2796   22.50000   23.16667   23.50000    35    2879   34.00000   34.33333   35.00000
0000142  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    24    2796    2797   23.50000   23.50000   24.50000    35    2880   34.00000   34.33333   35.00000
0000143  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    24    2796    2797   23.50000   23.83333   24.50000    35    2880   34.00000   34.33333   35.00000
0000144  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    24    2796    2797   23.50000   24.16667   24.50000    35    2880   34.00000   34.33333   35.00000
0000145  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    25    2797    2798   24.50000   24.50000   25.50000    35    2881   34.00000   34.33333   35.00000
0000146  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    25    2797    2798   24.50000   24.83333   25.50000    35    2881   34.00000   34.33333   35.00000
0000147  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    25    2797    2798   24.50000   25.16667   25.50000    35    2881   34.00000   34.33333   35.00000
0000148  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    26    2798    2799   25.50000   25.50000   26.50000    35    2882   34.00000   34.33333   35.00000
0000149  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    26    2798    2799   25.50000   25.83333   26.50000    35    2882   34.00000   34.33333   35.00000
0000150  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    26    2798    2799   25.50000   26.16667   26.50000    35    2882   34.00000   34.33333   35.00000
0000151  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    27    2799    2800   26.50000   26.50000   27.50000    35    2883   34.00000   34.33333   35.00000
0000152  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    27    2799    2800   26.50000   26.83333   27.50000    35    2883   34.00000   34.33333   35.00000
0000153  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    27    2799    2800   26.50000   27.16667   27.50000    35    2883   34.00000   34.33333   35.00000
0000154  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    28    2800    2801   27.50000   27.50000   28.50000    35    2884   34.00000   34.33333   35.00000
0000155  4.44444e-01  2.22222e-01  1.11111e-01  2.22222e-01  1.00000e+00    28    2800    2801   27.50000   27.83333   28.50000    35    2884   34.00000   34.33333   35.00000
0000156  2.22222e-01  4.44444e-01  2.22222e-01  1.11111e-01  1.00000e+00    28    2800    2801   27.50000   28.16667   28.50000    35    2884   34.00000   34.33333   35.00000
0000157  6.66667e-01  0.00000e+00  0.00000e+00  3.33333e-01  1.00000e+00    29    2801    2802   28.50000   28.50000   29.50000    35    2885   34.00000   34.33333   35.00000
